Entity,Year,Annual CO₂ emissions from coal
Costa Rica,1903,38282
Costa Rica,1904,34871
Costa Rica,1905,24499
Costa Rica,1906,76788
Costa Rica,1907,62304
Costa Rica,1908,90042
Costa Rica,1909,51853
Costa Rica,1910,98129
Costa Rica,1911,110884
Costa Rica,1912,112400
Costa Rica,1913,112418
Costa Rica,1914,98891
Costa Rica,1915,71555
Costa Rica,1916,57672
Costa Rica,1917,26510
Costa Rica,1918,4191
Costa Rica,1919,30678
Costa Rica,1920,35920
Costa Rica,1921,8554
Costa Rica,1922,5899
Costa Rica,1923,8023.0005
Costa Rica,1924,9067
Costa Rica,1925,3062
Costa Rica,1926,1531
Costa Rica,1927,1531
Costa Rica,1928,20288
Costa Rica,1929,20223
Costa Rica,1930,11272
Costa Rica,1931,5812
Costa Rica,1932,6892
Costa Rica,1933,382
Costa Rica,1934,382
Costa Rica,1935,7656
Costa Rica,1936,767
Costa Rica,1937,8038
Costa Rica,1938,767
Costa Rica,1939,382
Costa Rica,1940,3829
Costa Rica,1941,382
Costa Rica,1942,767
Costa Rica,1943,713
Costa Rica,1944,6125
Costa Rica,1945,382
Costa Rica,1946,382
Costa Rica,1947,382
Costa Rica,1948,7656
Costa Rica,1949,382
Costa Rica,1950,382
Costa Rica,1951,767
Costa Rica,1952,0
Costa Rica,1953,0
Costa Rica,1954,0
Costa Rica,1955,0
Costa Rica,1956,0
Costa Rica,1957,0
Costa Rica,1958,0
Costa Rica,1959,0
Costa Rica,1960,0
Costa Rica,2000,0
Costa Rica,2001,117248
Costa Rica,2002,135568
Costa Rica,2003,194192
Costa Rica,2004,157637
Costa Rica,2005,3666
Costa Rica,2006,3664
Costa Rica,2007,58624
Costa Rica,2008,3664
Costa Rica,2009,10992
Costa Rica,2010,3664
Costa Rica,2011,25648
Costa Rica,2012,10992
Costa Rica,2013,21984
Costa Rica,2014,25648
Costa Rica,2015,3664
Costa Rica,2016,3664
Costa Rica,2017,18320
Costa Rica,2018,0
Costa Rica,2019,0
Costa Rica,2020,0
Costa Rica,2021,54986
Costa Rica,2022,38051
Costa Rica,2023,43788
Cote d'Ivoire,1950,104361
Cote d'Ivoire,1951,182633
Cote d'Ivoire,1952,176067
Cote d'Ivoire,1953,57650
Cote d'Ivoire,1954,65544
Cote d'Ivoire,1955,29489
Cote d'Ivoire,1956,38620
Cote d'Ivoire,1957,1545
Croatia,1885,4927
Croatia,1890,14781
Croatia,1891,17245
Croatia,1892,19093
Croatia,1893,33874
Croatia,1894,64669
Croatia,1895,64669
Croatia,1896,72059
Croatia,1897,56046
Croatia,1898,84993
Croatia,1899,99159
Croatia,1900,134264
Croatia,1901,146582
Croatia,1902,137344
Croatia,1903,149046
Croatia,1904,158900
Croatia,1905,172450
Croatia,1906,206324
Croatia,1907,210019
Croatia,1908,226032
Croatia,1909,232191
Croatia,1910,229728
Croatia,1911,248820
Croatia,1912,254979.02
Croatia,1913,700269
Croatia,1919,501952
Croatia,1920,666395
Croatia,1921,709507
Croatia,1922,673526
Croatia,1923,765497
Croatia,1924,782728
Croatia,1925,796774
Croatia,1926,733450
Croatia,1927,812973
Croatia,1928,686109
Croatia,1929,1031646.94
Croatia,1930,821531
Croatia,1931,661283
Croatia,1932,557653
Croatia,1933,512649
Croatia,1934,557419
Croatia,1935,587522
Croatia,1936,548448
Croatia,1937,682640
Croatia,1938,917835
Croatia,1939,1005908
Croatia,1940,1723422
Croatia,1943,0
Croatia,1944,0
Croatia,1945,646030
Croatia,1946,1166948
Croatia,1947,1413825
Croatia,1948,1691643
Croatia,1949,1905064
Croatia,1950,1027846
Croatia,1951,965427
Croatia,1952,1084879
Croatia,1953,830372
Croatia,1954,1066072
Croatia,1955,1290290
Croatia,1956,1515825
Croatia,1957,1532826
Croatia,1958,1446004
Croatia,1959,1622904
Croatia,1960,1672172
Croatia,1961,1796041
Croatia,1962,1733169
Croatia,1963,1844263
Croatia,1964,1987529
Croatia,1965,1692701
Croatia,1966,1437380
Croatia,1967,1102226
Croatia,1968,1008085
Croatia,1969,945259
Croatia,1970,1205414
Croatia,1971,1384207
Croatia,1972,1281699
Croatia,1973,1048654
Croatia,1974,1089843
Croatia,1975,1208578
Croatia,1976,1163344
Croatia,1977,1051330
Croatia,1978,1015401.94
Croatia,1979,1034629
Croatia,1980,989862
Croatia,1981,1682464
Croatia,1982,1328941
Croatia,1983,1599764
Croatia,1984,1829405
Croatia,1985,1908169
Croatia,1986,1886833
Croatia,1987,1827613
Croatia,1988,1808455
Croatia,1989,1861814
Croatia,1990,2968244
Croatia,1991,1912041
Croatia,1992,1492876
Croatia,1993,1209503
Croatia,1994,803993
Croatia,1995,857560
Croatia,1996,681469
Croatia,1997,1069673
Croatia,1998,1019587.06
Croatia,1999,893621
Croatia,2000,1794222
Croatia,2001,1906048
Croatia,2002,2321335
Croatia,2003,2601456
Croatia,2004,2765979
Croatia,2005,2741840
Croatia,2006,2548801
Croatia,2007,2770053
Croatia,2008,2838882
Croatia,2009,2024046.9
Croatia,2010,2733611
Croatia,2011,2790109
Croatia,2012,2480218
Croatia,2013,2673798
Croatia,2014,2565688
Croatia,2015,2373102
Croatia,2016,2558298
Croatia,2017,1548991
Croatia,2018,1446630
Croatia,2019,1674727
Croatia,2020,1424878
Croatia,2021,1652430
Croatia,2022,1628093
Croatia,2023,1336470
Cuba,1856,384520
Cuba,1857,360731
Cuba,1858,338413
Cuba,1859,317476
Cuba,1860,297835
Cuba,1861,442156
Cuba,1862,592261
Cuba,1863,370691
Cuba,1864,611289
Cuba,1865,588783
Cuba,1866,591925
Cuba,1867,634260
Cuba,1868,599955
Cuba,1869,685097
Cuba,1870,626027
Cuba,1871,609019
Cuba,1872,618543
Cuba,1873,641844
Cuba,1874,650764
Cuba,1875,652685
Cuba,1876,561950
Cuba,1877,589335
Cuba,1878,686376
Cuba,1879,697184
Cuba,1880,589748
Cuba,1881,606360
Cuba,1882,615131
Cuba,1883,596411
Cuba,1884,585408
Cuba,1885,609132
Cuba,1886,575572
Cuba,1887,642752
Cuba,1888,715587
Cuba,1889,793331
Cuba,1890,771805
Cuba,1891,923859
Cuba,1892,1021613.94
Cuba,1893,968271
Cuba,1894,1042539.94
Cuba,1895,996245
Cuba,1896,798533
Cuba,1897,754998
Cuba,1898,837548
